"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1236924";"INT131";"2.0";"514.22";"2";"7.44";"34; INT131";"O=S(=O)(Nc1cc(Cl)c(Oc2cnc3ccccc3c2)c(Cl)c1)c1ccc(Cl)cc1Cl";"IC50";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"15.06";"0.34";"0.30";"11.34";"0";"CHEMBL5264996";"Agonist activity at PPARgamma (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260846";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"AGONIST";"";"18.0"
"CHEMBL5270306";"";"None";"406.50";"1";"5.21";"123";"COc1cc2c(cc1OC)C(=O)/C(=C/c1ccccc1OCCc1cccs1)C2";"IC50";"'='";"620.0";"nM";"6.21";"";"";"UO_0000065";"15.27";"0.29";"1.00";"13.87";"0";"CHEMBL5237893";"Binding affinity to PPARgamma (unknown origin) by competitive binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5236572";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"INHIBITOR";"";"0.62"
"CHEMBL330191";"";"None";"491.61";"1";"6.69";"14";"CCCc1cc(Oc2ccccc2)ccc1OCCCCOc1cccc(C2SC(=O)NC2=O)c1";"IC50";"'='";"195.0";"nM";"6.71";"";"";"UO_0000065";"13.65";"0.26";"0.02";"9.08";"0";"CHEMBL759452";"In vitro binding affinity against human peroxisome proliferator activated receptor gamma";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136170";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"0.195"
"CHEMBL391470";"";"None";"423.51";"1";"5.47";"103";"CCc1ccc(O[C@H](C)CCOc2ccc(CCC(=O)O)c(C)c2)c(-c2ncco2)c1";"IC50";"'='";"483.06";"nM";"6.32";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"6.316"
"CHEMBL495905";"";"None";"513.37";"1";"4.90";"142";"Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4c(Br)cccc43)c2)c(C(=O)O)c1";"IC50";"'='";"1258.93";"nM";"5.90";"";"";"UO_0000065";"";"";"";"";"1";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"5.9"
"CHEMBL182230";"";"None";"430.50";"1";"5.33";"61";"CO[C@@H](Cc1ccc(C#CCCCOc2ccc(Oc3ccccc3)cc2)cc1)C(=O)O";"IC50";"'='";"6.998";"nM";"8.15";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038597";"Agonist activity at PPARgamma";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2034870";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"None";"";"";"";"8.155"
"CHEMBL121";"ROSIGLITAZONE";"4.0";"357.44";"0";"2.49";"BRL, Rosiglitazone";"CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1";"IC50";"'='";"159.0";"nM";"6.80";"";"";"UO_0000065";"19.02";"0.37";"4.31";"9.50";"0";"CHEMBL2439847";"Displacement of fluormone from human PPARgamma LBD expressed in Escherichia coli BL21 DE3 by fluorescence polarization assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2434832";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"0.159"
"CHEMBL3678125";"";"None";"547.10";"2";"7.43";"BDBM161147";"Cc1c(C)n(Cc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12";"IC50";"'='";"0.6";"nM";"9.22";"";"304447";"UO_0000065";"16.86";"0.32";"1.79";"11.45";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"0.6"
"CHEMBL3678129";"";"None";"561.12";"2";"7.60";"BDBM161151";"Cc1c(C)n(Cc2ccc(Cl)c(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)(C)C)c3)cc12";"IC50";"'='";"1.6";"nM";"8.80";"";"304451";"UO_0000065";"15.68";"0.30";"1.20";"10.92";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1.6"
"CHEMBL3398438";"";"None";"526.59";"2";"5.65";"3e";"Cc1oc(-c2ccccc2)nc1CCOc1cccc(C[C@@H]2CN(C(=O)Oc3ccccc3)C[C@@H]2C(=O)O)c1";"IC50";"'='";"490.0";"nM";"6.31";"";"";"UO_0000065";"11.98";"0.22";"0.66";"6.18";"0";"CHEMBL3399106";"Binding affinity to PPARgamma (unknown origin) using fluorescein-tagged dual PPARalpha/gamma activator by homogeneous fluorescence polarization binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3396995";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";"";"";"";"0.49"
"CHEMBL4850980";"";"None";"396.47";"0";"4.26";"14; NCS 120176";"COc1ccc(O)c(/C=N/c2ccccc2NS(=O)(=O)c2ccc(C)cc2)c1";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"14.22";"0.28";"1.38";"6.41";"0";"CHEMBL4825254";"Antagonist activity at PPARgamma (unknown origin) expressed in human LNCaP cells assessed as suppression of pioglitazone-induced PPAR response element driven firefly luciferase activity measured after 24 hrs by dual luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LNCaP";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823312";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 24.0 hr";"ANTAGONIST";"";"2.3"
"CHEMBL4874261";"";"None";"506.94";"2";"6.38";"18; NCS 205811";"COc1ccc(OC)c(NC(=O)c2cc3ccccc3cc2OC(=O)Nc2cc(Cl)ccc2OC)c1";"IC50";"'='";"8700.0";"nM";"5.06";"";"";"UO_0000065";"9.98";"0.19";"-1.32";"5.32";"0";"CHEMBL4825254";"Antagonist activity at PPARgamma (unknown origin) expressed in human LNCaP cells assessed as suppression of pioglitazone-induced PPAR response element driven firefly luciferase activity measured after 24 hrs by dual luciferase reporter assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"LNCaP";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4823312";"1";"Scientific Literature";"Bioorg Med Chem";"2021";"None";"TIME = 24.0 hr";"ANTAGONIST";"";"8.7"
"CHEMBL1082079";"";"None";"503.49";"2";"6.63";"3h";"CCCCOc1ccc(-c2ccc(C(=O)O)cc2C)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1110295";"Antagonist activity at PPARgamma co-transfected with GAL4-PPAR fusion protein assessed as inhibition of TIPP703-induced response by luciferase reporter gene assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154383";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";"";"";"10.0"
"CHEMBL3678112";"";"None";"498.62";"1";"6.38";"BDBM161132";"Cc1c(C)n(Cc2cccc(OCC(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12";"IC50";"'='";"69.0";"nM";"7.16";"";"304433";"UO_0000065";"14.36";"0.26";"0.78";"8.89";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"69.0"
"CHEMBL3678121";"";"None";"479.62";"1";"6.82";"BDBM161141";"Cc1c(C)n(Cc2cccc(OCC#N)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C(C)C)c3)cc12";"IC50";"'='";"74.0";"nM";"7.13";"";"304442";"UO_0000065";"14.87";"0.27";"0.31";"10.64";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"74.0"
"CHEMBL3639769";"";"None";"493.65";"1";"7.00";"BDBM161142";"Cc1c(C)n(Cc2cccc(OCC#N)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12";"IC50";"'='";"107.0";"nM";"6.97";"";"304443";"UO_0000065";"14.12";"0.26";"-0.03";"10.40";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"107.0"
"CHEMBL3678140";"";"None";"561.12";"2";"7.60";"BDBM161185";"Cc1c(C)n(Cc2cc(Cl)cc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12";"IC50";"'='";"25.0";"nM";"7.60";"";"304462";"UO_0000065";"13.55";"0.26";"0.00";"9.44";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"25.0"
"CHEMBL3678144";"";"None";"561.12";"2";"7.60";"BDBM161189";"Cc1c(C)n(Cc2cccc(O[C@@H](C)C(=O)O)c2Cl)c2ccc(C(=O)N[C@@H](C)c3ccc(C(C)(C)C)cc3)cc12";"IC50";"'='";"4000.0";"nM";"5.40";"";"304466";"UO_0000065";"9.62";"0.18";"-2.20";"6.70";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"4000.0"
"CHEMBL3678147";"";"None";"524.66";"2";"7.09";"BDBM161195";"Cc1c(C)n(C(C)c2cccc(O[C@@H](C)C(=O)O)c2)c2ccc(C(=O)N[C@@H](C)c3cccc(C4CC4)c3)cc12";"IC50";"'='";"97.0";"nM";"7.01";"";"304473";"UO_0000065";"13.37";"0.25";"-0.08";"8.71";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"97.0"
"CHEMBL3678084";"";"None";"469.33";"1";"6.22";"BDBM161099";"C[C@H](NC(=O)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1)c1ccc(Br)cc1";"IC50";"'='";"154.0";"nM";"6.81";"";"304405";"UO_0000065";"14.52";"0.31";"0.59";"20.02";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"154.0"
"CHEMBL3678095";"";"None";"354.40";"0";"4.64";"BDBM161112";"O=C(NC1CCCC1)c1ccc2c(ccn2Cc2ccc(F)cc2F)c1";"IC50";"'>'";"1000.0";"nM";"";"";"304416";"UO_0000065";"";"";"";"";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1000.0"
"CHEMBL3678101";"";"None";"382.46";"1";"5.21";"BDBM161118";"CCC(NC(=O)c1ccc2c(ccn2C(=O)c2ccccc2)c1)c1ccccc1";"IC50";"'='";"1000.0";"nM";"6.00";"";"304422";"UO_0000065";"15.69";"0.28";"0.79";"11.74";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"1000.0"
"CHEMBL3678103";"";"None";"418.44";"1";"5.49";"BDBM161120";"CCC(NC(=O)c1ccc2c(ccn2C(=O)c2cccc(F)c2F)c1)c1ccccc1";"IC50";"'='";"563.0";"nM";"6.25";"";"304424";"UO_0000065";"14.94";"0.28";"0.76";"12.23";"0";"CHEMBL3706350";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of 5 nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan- PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μΜ downwards, was added to wells of black 384-well low- volume plates (Greiner) to a total volume of 18 xL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638934";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"563.0"
"CHEMBL1485310";"";"None";"420.45";"0";"4.88";"SID91762735";"Cc1ccc2nc(N3C(=O)C(O)=C(C(=O)c4ccc(C)o4)C3c3ccco3)sc2c1";"IC50";"";"22000.0";"nM";"";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738431";"PUBCHEM_BIOASSAY: Fluorescence-polarization-based biochemical polarscreen dose response binding assay for partial agonists of the peroxisome proliferator-activated receptor gamma (PPARg). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID1808, AID504735]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"";"";"";"22.0"
"CHEMBL375270";"";"None";"276.68";"0";"3.50";"GW-9662";"O=C(Nc1ccccc1)c1cc([N+](=O)[O-])ccc1Cl";"IC50";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1019546";"Antagonist activity at human PPARgamma receptor expressed in Saccharomyces cerevisiae AH109 co-transfected with mouse CBP assessed as inhibition of rosiglitazone-induced LBD-CBP interaction by alpha-galactosidase based yeast two hybrid assay";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1154460";"1";"Scientific Literature";"Eur J Med Chem";"2008";"None";"";"";"";"3.3"
"CHEMBL3695773";"";"None";"523.03";"2";"7.26";"BDBM147206";"Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)NCc3ccc(Cl)cc3)cc12";"IC50";"'='";"4.0";"nM";"8.40";"";"284536";"UO_0000065";"16.06";"0.30";"1.14";"11.77";"0";"CHEMBL3706273";"Lanthascreen Competitive Binding Assay: The assay was performed according to manufacturer protocol. A mixture of nM GST-PPARG-LBD, 5 nM Tb-GST-antibody, 5 nM Fluormone Pan-PPAR Green, and serial dilutions of the experimental compound, beginning at 10 μM downwards, was added to wells of black 384-well low-volume plates (Greiner) to a total volume of 18 μL. All dilutions were made in TR-FRET assay buffer C. DMSO at 2% final concentration was used as a no-ligand control. Experiment was performed in triplicate, and incubated for 2 hours in the dark prior to assay read in Perkin Elmer ViewLux ultra HTS microplate reader. FRET signal was measured by excitation at 340 nm and emission at 520 nm for fluorescein and 490 nm for terbium. Fold change over DMSO was calculated using GraphPad Prism Software (La Jolla, Calif.) by calculating 520 nm/490 nm ratio. Graphs were plotted as fold change of FRET signal for compound treatment over DMSO-only control.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL235";"Peroxisome proliferator-activated receptor gamma";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638687";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";"";"4.0"
